shipmentID,pickupDate,originCity,originStateProvince,originPostalCode,originCountry,destinationCity,destinationStateProvince,destinationPostalCode,destinationCountry,accessorialCodes,classification1,weight1,description1,packagingType1,pieces1,length1,width1,height1,classification2,weight2,description2,packagingType2,pieces2,length2,width2,height2,classification3,weight3,description3,packagingType3,pieces3,length3,width3,height3,classification4,weight4,description4,packagingType4,pieces4,length4,width4,height4,classification5,weight5,description5,packagingType5,pieces5,length5,width5,height5,classification6,weight6,description6,packagingType6,pieces6,length6,width6,height6,classification7,weight7,description7,packagingType7,pieces7,length7,width7,height7,classification8,weight8,description8,packagingType8,pieces8,length8,width8,height8
82,20260512,,,85621,USA,,,85226,USA,,70,307.25,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
83,20260512,,,85621,USA,,,85226,USA,,100,539,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
84,20260512,,,85621,USA,,,85226,USA,,125,295,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
85,20260512,,,85621,USA,,,85621,USA,,60,30,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
86,20260512,,,85621,USA,,,85621,USA,,70,845.1904762,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
87,20260512,,,85621,USA,,,85621,USA,,77,794,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
88,20260512,,,85621,USA,,,85621,USA,,85,357,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
89,20260512,,,85621,USA,,,85621,USA,,92,639.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
90,20260512,,,85621,USA,,,85621,USA,,100,1210.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
91,20260512,,,85621,USA,,,85621,USA,,175,922.4545455,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
92,20260512,,,85621,USA,,,85621,USA,,200,301.2923077,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
93,20260512,,,85621,USA,,,85747,USA,,50,381.8,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
94,20260512,,,85621,USA,,,85747,USA,,55,884.375,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
95,20260512,,,85621,USA,,,85747,USA,,70,1332.8,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
96,20260512,,,85621,USA,,,85747,USA,,77,897.4230769,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
97,20260512,,,85621,USA,,,85747,USA,,85,60,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
98,20260512,,,85621,USA,,,85747,USA,,92,1660,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
99,20260512,,,85621,USA,,,85747,USA,,100,968.075,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
100,20260512,,,85621,USA,,,85747,USA,,175,84.66666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
101,20260512,,,85621,USA,,,85747,USA,,200,139,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
102,20260512,,,85705,USA,,,85621,USA,,70,1898,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
103,20260512,,,85706,USA,,,85747,USA,,70,3918.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
104,20260512,,,85714,USA,,,85747,USA,,55,640.7222222,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
105,20260512,,,85714,USA,,,85747,USA,,77,386.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
106,20260512,,,85714,USA,,,85747,USA,,200,70,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
107,20260512,,,85743,USA,,,85747,USA,,50,391.8571429,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
108,20260512,,,85743,USA,,,85747,USA,,65,318,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
109,20260512,,,85743,USA,,,85747,USA,,70,3918.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
110,20260512,,,85743,USA,,,85747,USA,,77,386.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
111,20260512,,,85745,USA,,,85747,USA,,100,580,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
112,20260512,,,85747,USA,,,85009,USA,,85,3718,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
113,20260512,,,85034,USA,,,94538,USA,,250,245,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
114,20260512,,,85043,USA,,,92154,USA,,55,1675,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
115,20260512,,,85215,USA,,,92154,USA,,70,280,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
116,20260512,,,85281,USA,,,91980,USA,,92,37,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
117,20260512,,,85621,USA,,,90061,USA,,70,635.6530612,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
118,20260512,,,85621,USA,,,90061,USA,,77,951.7272727,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
119,20260512,,,85621,USA,,,90061,USA,,85,535.4,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
120,20260512,,,85621,USA,,,90061,USA,,100,231.6,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
121,20260512,,,85621,USA,,,90061,USA,,150,335,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
122,20260512,,,85621,USA,,,90061,USA,,175,398.5652174,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
123,20260512,,,85621,USA,,,90061,USA,,250,1745,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
124,20260512,,,85621,USA,,,90061,USA,,300,410,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
125,20260512,,,85621,USA,,,91748,USA,,70,510,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
126,20260512,,,85621,USA,,,91748,USA,,77,2215,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
127,20260512,,,85621,USA,,,91748,USA,,100,991,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
128,20260512,,,85621,USA,,,92154,USA,,70,589.2380952,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
129,20260512,,,85621,USA,,,92154,USA,,77,466.2,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
130,20260512,,,85621,USA,,,92154,USA,,92,630,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
131,20260512,,,85621,USA,,,92154,USA,,110,795,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
132,20260512,,,85621,USA,,,92154,USA,,125,1270,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
133,20260512,,,85621,USA,,,92154,USA,,175,441,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
134,20260512,,,85621,USA,,,92223,USA,,70,2184.52381,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
135,20260512,,,85621,USA,,,92223,USA,,77,1590,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
136,20260512,,,85621,USA,,,92223,USA,,85,792.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
137,20260512,,,85621,USA,,,92223,USA,,175,455,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
138,20260512,,,85621,USA,,,92231,USA,,100,270,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
139,20260512,,,85621,USA,,,92231,USA,,125,216,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
140,20260512,,,85621,USA,,,92707,USA,,70,1000,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
141,20260512,,,85621,USA,,,93030,USA,,70,401.3333333,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
142,20260512,,,85621,USA,,,93291,USA,,60,2801.5,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
143,20260512,,,85621,USA,,,93291,USA,,85,3309.454545,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
144,20260512,,,85621,USA,,,93291,USA,,100,3521.6,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
145,20260512,,,85621,USA,,,93291,USA,,125,1975.4,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
146,20260512,,,85621,USA,,,93291,USA,,175,2004.714286,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
147,20260512,,,85621,USA,,,94538,USA,,70,877.1304348,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
148,20260512,,,85621,USA,,,94538,USA,,77,345,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
149,20260512,,,85621,USA,,,94538,USA,,100,530,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
150,20260512,,,85621,USA,,,94538,USA,,125,455,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
151,20260512,,,85621,USA,,,94538,USA,,175,721.6666667,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
152,20260512,,,85621,USA,,,94538,USA,,250,721.25,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
153,20260512,,,85621,USA,,,94555,USA,,70,877.1304348,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
154,20260512,,,85713,USA,,,94063,USA,,70,290,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
155,20260512,,,85747,USA,,,90061,USA,,70,101,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
156,20260512,,,85747,USA,,,90061,USA,,77,1438,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
157,20260512,,,85747,USA,,,92154,USA,,77,432,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
158,20260512,,,85747,USA,,,92154,USA,,150,218,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
159,20260512,,,85621,USA,,,33777,USA,,50,3340,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
160,20260512,,,85621,USA,,,33777,USA,,70,1655.285714,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
161,20260512,,,85621,USA,,,33777,USA,,77,895,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
162,20260512,,,85621,USA,,,33777,USA,,175,119,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
163,20260512,,,85621,USA,,,30122,USA,,125,980,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
164,20260512,,,85621,USA,,,30122,USA,,175,2050,Umbrellas,PAT,1,48,40,48,,,Umbrellas,PAT,,,,,,,Umbrellas,,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,,,,Umbrellas,PAT,,,,
